"port","proto","svc","info"
"53784","tcp","unknown",""
"53785","tcp","unknown",""
"53786","tcp","unknown",""
"53787","tcp","unknown",""
"53788","tcp","unknown",""
"53789","tcp","unknown",""
"53790","tcp","unknown",""
"53791","tcp","unknown",""
"53792","tcp","unknown",""
"53793","tcp","unknown",""
"53794","tcp","unknown",""
"53795","tcp","unknown",""
"53796","tcp","unknown",""
"53797","tcp","unknown",""
"53798","tcp","unknown",""
"53799","tcp","unknown",""
"53800","tcp","unknown",""
"53801","tcp","unknown",""
"53802","tcp","unknown",""
"53803","tcp","unknown",""
"53804","tcp","unknown",""
"53805","tcp","unknown",""
"53806","tcp","unknown",""
"53807","tcp","unknown",""
"53808","tcp","unknown",""
"53809","tcp","unknown",""
"53810","tcp","unknown",""
"53811","tcp","unknown",""
"53812","tcp","unknown",""
"53813","tcp","unknown",""
"53814","tcp","unknown",""
"53815","tcp","unknown",""
"53816","tcp","unknown",""
"53817","tcp","unknown",""
"53818","tcp","unknown",""
"53819","tcp","unknown",""
"53820","tcp","unknown",""
"53821","tcp","unknown",""
"53822","tcp","unknown",""
"53823","tcp","unknown",""
"53824","tcp","unknown",""
"53825","tcp","unknown",""
"53826","tcp","unknown",""
"53827","tcp","unknown",""
"53828","tcp","unknown",""
"53829","tcp","unknown",""
"53830","tcp","unknown",""
"53831","tcp","unknown",""
"53832","tcp","unknown",""
"53833","tcp","unknown",""
"53834","tcp","unknown",""
"53835","tcp","unknown",""
"53836","tcp","unknown",""
"53837","tcp","unknown",""
"53838","tcp","unknown",""
"53839","tcp","unknown",""
"53840","tcp","unknown",""
"53841","tcp","unknown",""
"53842","tcp","unknown",""
"53843","tcp","unknown",""
"53844","tcp","unknown",""
"53845","tcp","unknown",""
"53846","tcp","unknown",""
"53847","tcp","unknown",""
"53848","tcp","unknown",""
"53849","tcp","unknown",""
"53850","tcp","unknown",""
"53851","tcp","unknown",""
"53852","tcp","unknown",""
"53853","tcp","unknown",""
"53854","tcp","unknown",""
"53855","tcp","unknown",""
"53856","tcp","unknown",""
"53857","tcp","unknown",""
"53858","tcp","unknown",""
"53859","tcp","unknown",""
"53860","tcp","unknown",""
"53861","tcp","unknown",""
"53862","tcp","unknown",""
"53863","tcp","unknown",""
"53864","tcp","unknown",""
"53865","tcp","unknown",""
"53866","tcp","unknown",""
"53867","tcp","unknown",""
"53868","tcp","unknown",""
"53869","tcp","unknown",""
"53870","tcp","unknown",""
"53871","tcp","unknown",""
"53872","tcp","unknown",""
"53873","tcp","unknown",""
"53874","tcp","unknown",""
"53875","tcp","unknown",""
"53876","tcp","unknown",""
"53877","tcp","unknown",""
"53878","tcp","unknown",""
"53879","tcp","unknown",""
"53880","tcp","unknown",""
"53881","tcp","unknown",""
"53882","tcp","unknown",""
"53883","tcp","unknown",""
"53884","tcp","unknown",""
"53885","tcp","unknown",""
"53886","tcp","unknown",""
"53887","tcp","unknown",""
"53888","tcp","unknown",""
"53889","tcp","unknown",""
"53890","tcp","unknown",""
"53891","tcp","unknown",""
"53892","tcp","unknown",""
"53893","tcp","unknown",""
"53894","tcp","unknown",""
"53895","tcp","unknown",""
"53896","tcp","unknown",""
"53897","tcp","unknown",""
"53898","tcp","unknown",""
"53899","tcp","unknown",""
"53900","tcp","unknown",""
"53901","tcp","unknown",""
"53902","tcp","unknown",""
"53903","tcp","unknown",""
"53904","tcp","unknown",""
"53905","tcp","unknown",""
"53906","tcp","unknown",""
"53907","tcp","unknown",""
"53908","tcp","unknown",""
"53909","tcp","unknown",""
"53910","tcp","unknown",""
"53911","tcp","unknown",""
"53912","tcp","unknown",""
"53913","tcp","unknown",""
"53914","tcp","unknown",""
"53915","tcp","unknown",""
"53916","tcp","unknown",""
"53917","tcp","unknown",""
"53918","tcp","unknown",""
"53919","tcp","unknown",""
"53920","tcp","unknown",""
"53921","tcp","unknown",""
"53922","tcp","unknown",""
"53923","tcp","unknown",""
"53924","tcp","unknown",""
"53925","tcp","unknown",""
"53926","tcp","unknown",""
"53927","tcp","unknown",""
"53928","tcp","unknown",""
"53929","tcp","unknown",""
"53930","tcp","unknown",""
"53931","tcp","unknown",""
"53932","tcp","unknown",""
"53933","tcp","unknown",""
"53934","tcp","unknown",""
"53935","tcp","unknown",""
"53936","tcp","unknown",""
"53937","tcp","unknown",""
"53938","tcp","unknown",""
"53939","tcp","unknown",""
"53940","tcp","unknown",""
"53941","tcp","unknown",""
"53942","tcp","unknown",""
"53943","tcp","unknown",""
"53944","tcp","unknown",""
"53945","tcp","unknown",""
"53946","tcp","unknown",""
"53947","tcp","unknown",""
"53948","tcp","unknown",""
"53949","tcp","unknown",""
"53950","tcp","unknown",""
"53951","tcp","unknown",""
"53952","tcp","unknown",""
"53953","tcp","unknown",""
"53954","tcp","unknown",""
"53955","tcp","unknown",""
"53956","tcp","unknown",""
"53957","tcp","unknown",""
"53958","tcp","unknown",""
"53959","tcp","unknown",""
"53960","tcp","unknown",""
"53961","tcp","unknown",""
"53962","tcp","unknown",""
"53963","tcp","unknown",""
"53964","tcp","unknown",""
"53965","tcp","unknown",""
"53966","tcp","unknown",""
"53967","tcp","unknown",""
"53968","tcp","unknown",""
"53969","tcp","unknown",""
"53970","tcp","unknown",""
"53971","tcp","unknown",""
"53972","tcp","unknown",""
"53973","tcp","unknown",""
"53974","tcp","unknown",""
"53975","tcp","unknown",""
"53976","tcp","unknown",""
"53977","tcp","unknown",""
"53978","tcp","unknown",""
"53979","tcp","unknown",""
"53980","tcp","unknown",""
"53981","tcp","unknown",""
"53982","tcp","unknown",""
"53983","tcp","unknown",""
"53984","tcp","unknown",""
"53985","tcp","unknown",""
"53986","tcp","unknown",""
"53987","tcp","unknown",""
"53988","tcp","unknown",""
"53989","tcp","unknown",""
"53990","tcp","unknown",""
"53991","tcp","unknown",""
"53992","tcp","unknown",""
"53993","tcp","unknown",""
"53994","tcp","unknown",""
"53995","tcp","unknown",""
"53996","tcp","unknown",""
"53997","tcp","unknown",""
"53998","tcp","unknown",""
"53999","tcp","unknown",""
"54000","tcp","unknown",""
"54001","tcp","unknown",""
"54002","tcp","unknown",""
"54003","tcp","unknown",""
"54004","tcp","unknown",""
"54005","tcp","unknown",""
"54006","tcp","unknown",""
"54007","tcp","unknown",""
"54008","tcp","unknown",""
"54009","tcp","unknown",""
"54010","tcp","unknown",""
"54011","tcp","unknown",""
"54012","tcp","unknown",""
"54013","tcp","unknown",""
"54014","tcp","unknown",""
"54015","tcp","unknown",""
"54016","tcp","unknown",""
"54017","tcp","unknown",""
"54018","tcp","unknown",""
"54019","tcp","unknown",""
"54020","tcp","unknown",""
"54021","tcp","unknown",""
"54022","tcp","unknown",""
"54023","tcp","unknown",""
"54024","tcp","unknown",""
"54025","tcp","unknown",""
"54026","tcp","unknown",""
"54027","tcp","unknown",""
"54028","tcp","unknown",""
"54029","tcp","unknown",""
"54030","tcp","unknown",""
"54031","tcp","unknown",""
"54032","tcp","unknown",""
"54033","tcp","unknown",""
"54034","tcp","unknown",""
"54035","tcp","unknown",""
"54036","tcp","unknown",""
"54037","tcp","unknown",""
"54038","tcp","unknown",""
"54039","tcp","unknown",""
"54040","tcp","unknown",""
"54041","tcp","unknown",""
"54042","tcp","unknown",""
"54043","tcp","unknown",""
"54044","tcp","unknown",""
"54045","tcp","unknown",""
"54046","tcp","unknown",""
"54047","tcp","unknown",""
"54048","tcp","unknown",""
"54049","tcp","unknown",""
"54050","tcp","unknown",""
"54051","tcp","unknown",""
"54052","tcp","unknown",""
"54053","tcp","unknown",""
"54054","tcp","unknown",""
"54055","tcp","unknown",""
"54056","tcp","unknown",""
"54057","tcp","unknown",""
"54058","tcp","unknown",""
"54059","tcp","unknown",""
"54060","tcp","unknown",""
"54061","tcp","unknown",""
"54062","tcp","unknown",""
"54063","tcp","unknown",""
"54064","tcp","unknown",""
"54065","tcp","unknown",""
"54066","tcp","unknown",""
"54067","tcp","unknown",""
"54068","tcp","unknown",""
"54069","tcp","unknown",""
"54070","tcp","unknown",""
"54071","tcp","unknown",""
"54072","tcp","unknown",""
"54073","tcp","unknown",""
"54074","tcp","unknown",""
"54075","tcp","unknown",""
"54076","tcp","unknown",""
"54077","tcp","unknown",""
"54078","tcp","unknown",""
"54079","tcp","unknown",""
"54080","tcp","unknown",""
"54081","tcp","unknown",""
"54082","tcp","unknown",""
"54083","tcp","unknown",""
"54084","tcp","unknown",""
"54085","tcp","unknown",""
"54086","tcp","unknown",""
"54087","tcp","unknown",""
"54088","tcp","unknown",""
"54089","tcp","unknown",""
"54090","tcp","unknown",""
"54091","tcp","unknown",""
"54092","tcp","unknown",""
"54093","tcp","unknown",""
"54094","tcp","unknown",""
"54095","tcp","unknown",""
"54096","tcp","unknown",""
"54097","tcp","unknown",""
"54098","tcp","unknown",""
"54099","tcp","unknown",""
"54100","tcp","unknown",""
"54101","tcp","unknown",""
"54102","tcp","unknown",""
"54103","tcp","unknown",""
"54104","tcp","unknown",""
"54105","tcp","unknown",""
"54106","tcp","unknown",""
"54107","tcp","unknown",""
"54108","tcp","unknown",""
"54109","tcp","unknown",""
"54110","tcp","unknown",""
"54111","tcp","unknown",""
"54112","tcp","unknown",""
"54113","tcp","unknown",""
"54114","tcp","unknown",""
"54115","tcp","unknown",""
"54116","tcp","unknown",""
"54117","tcp","unknown",""
"54118","tcp","unknown",""
"54119","tcp","unknown",""
"54120","tcp","unknown",""
"54121","tcp","unknown",""
"54122","tcp","unknown",""
"54123","tcp","unknown",""
"54124","tcp","unknown",""
"54125","tcp","unknown",""
"54126","tcp","unknown",""
"54127","tcp","unknown",""
"54128","tcp","unknown",""
"54129","tcp","unknown",""
"54130","tcp","unknown",""
"54131","tcp","unknown",""
"54132","tcp","unknown",""
"54133","tcp","unknown",""
"54134","tcp","unknown",""
"54135","tcp","unknown",""
"54136","tcp","unknown",""
"54137","tcp","unknown",""
"54138","tcp","unknown",""
"54139","tcp","unknown",""
"54140","tcp","unknown",""
"54141","tcp","unknown",""
"54142","tcp","unknown",""
"54143","tcp","unknown",""
"54144","tcp","unknown",""
"54145","tcp","unknown",""
"54146","tcp","unknown",""
"54147","tcp","unknown",""
"54148","tcp","unknown",""
"54149","tcp","unknown",""
"54150","tcp","unknown",""
"54151","tcp","unknown",""
"54152","tcp","unknown",""
"54153","tcp","unknown",""
"54154","tcp","unknown",""
"54155","tcp","unknown",""
"54156","tcp","unknown",""
"54157","tcp","unknown",""
"54158","tcp","unknown",""
"54159","tcp","unknown",""
"54160","tcp","unknown",""
"54161","tcp","unknown",""
"54162","tcp","unknown",""
"54163","tcp","unknown",""
"54164","tcp","unknown",""
"54165","tcp","unknown",""
"54166","tcp","unknown",""
"54167","tcp","unknown",""
"54168","tcp","unknown",""
"54169","tcp","unknown",""
"54170","tcp","unknown",""
"54171","tcp","unknown",""
"54172","tcp","unknown",""
"54173","tcp","unknown",""
"54174","tcp","unknown",""
"54175","tcp","unknown",""
"54176","tcp","unknown",""
"54177","tcp","unknown",""
"54178","tcp","unknown",""
"54179","tcp","unknown",""
"54180","tcp","unknown",""
"54181","tcp","unknown",""
"54182","tcp","unknown",""
"54183","tcp","unknown",""
"54184","tcp","unknown",""
"54185","tcp","unknown",""
"54186","tcp","unknown",""
"54187","tcp","unknown",""
"54188","tcp","unknown",""
"54189","tcp","unknown",""
"54190","tcp","unknown",""
"54191","tcp","unknown",""
"54192","tcp","unknown",""
"54193","tcp","unknown",""
"54194","tcp","unknown",""
"54195","tcp","unknown",""
"54196","tcp","unknown",""
"54197","tcp","unknown",""
"54198","tcp","unknown",""
"54199","tcp","unknown",""
"54200","tcp","unknown",""
"54201","tcp","unknown",""
"54202","tcp","unknown",""
"54203","tcp","unknown",""
"54204","tcp","unknown",""
"54205","tcp","unknown",""
"54206","tcp","unknown",""
"54207","tcp","unknown",""
"54208","tcp","unknown",""
"54209","tcp","unknown",""
"54210","tcp","unknown",""
"54211","tcp","unknown",""
"54212","tcp","unknown",""
"54213","tcp","unknown",""
"54214","tcp","unknown",""
"54215","tcp","unknown",""
"54216","tcp","unknown",""
"54217","tcp","unknown",""
"54218","tcp","unknown",""
"54219","tcp","unknown",""
"54220","tcp","unknown",""
"54221","tcp","unknown",""
"54222","tcp","unknown",""
"54223","tcp","unknown",""
"54224","tcp","unknown",""
"54225","tcp","unknown",""
"54226","tcp","unknown",""
"54227","tcp","unknown",""
"54228","tcp","unknown",""
"54229","tcp","unknown",""
"54230","tcp","unknown",""
"54231","tcp","unknown",""
"54232","tcp","unknown",""
"54233","tcp","unknown",""
"54234","tcp","unknown",""
"54235","tcp","unknown",""
"54236","tcp","unknown",""
"54237","tcp","unknown",""
"54238","tcp","unknown",""
"54239","tcp","unknown",""
"54240","tcp","unknown",""
"54241","tcp","unknown",""
"54242","tcp","unknown",""
"54243","tcp","unknown",""
"54244","tcp","unknown",""
"54245","tcp","unknown",""
"54246","tcp","unknown",""
"54247","tcp","unknown",""
"54248","tcp","unknown",""
"54249","tcp","unknown",""
"54250","tcp","unknown",""
"54251","tcp","unknown",""
"54252","tcp","unknown",""
"54253","tcp","unknown",""
"54254","tcp","unknown",""
"54255","tcp","unknown",""
"54256","tcp","unknown",""
"54257","tcp","unknown",""
"54258","tcp","unknown",""
"54259","tcp","unknown",""
"54260","tcp","unknown",""
"54261","tcp","unknown",""
"54262","tcp","unknown",""
"54263","tcp","unknown",""
"54264","tcp","unknown",""
"54265","tcp","unknown",""
"54266","tcp","unknown",""
"54267","tcp","unknown",""
"54268","tcp","unknown",""
"54269","tcp","unknown",""
"54270","tcp","unknown",""
"54271","tcp","unknown",""
"54272","tcp","unknown",""
"54273","tcp","unknown",""
"54274","tcp","unknown",""
"54275","tcp","unknown",""
"54276","tcp","unknown",""
"54277","tcp","unknown",""
"54278","tcp","unknown",""
"54279","tcp","unknown",""
"54280","tcp","unknown",""
"54281","tcp","unknown",""
"54282","tcp","unknown",""
"54283","tcp","unknown",""
"54284","tcp","unknown",""
"54285","tcp","unknown",""
"54286","tcp","unknown",""
"54287","tcp","unknown",""
"54288","tcp","unknown",""
"54289","tcp","unknown",""
"54290","tcp","unknown",""
"54291","tcp","unknown",""
"54292","tcp","unknown",""
"54293","tcp","unknown",""
"54294","tcp","unknown",""
"54295","tcp","unknown",""
"54296","tcp","unknown",""
"54297","tcp","unknown",""
"54298","tcp","unknown",""
"54299","tcp","unknown",""
"54300","tcp","unknown",""
"54301","tcp","unknown",""
"54302","tcp","unknown",""
"54303","tcp","unknown",""
"54304","tcp","unknown",""
"54305","tcp","unknown",""
"54306","tcp","unknown",""
"54307","tcp","unknown",""
"54308","tcp","unknown",""
"54309","tcp","unknown",""
"54310","tcp","unknown",""
"54311","tcp","unknown",""
"54312","tcp","unknown",""
"54313","tcp","unknown",""
"54314","tcp","unknown",""
"54315","tcp","unknown",""
"54316","tcp","unknown",""
"54317","tcp","unknown",""
"54318","tcp","unknown",""
"54319","tcp","unknown",""
"54320","tcp","bo2k","Back Orifice 2K Default Port"
"54321","tcp","unknown",""
"54322","tcp","unknown",""
"54323","tcp","unknown",""
"54324","tcp","unknown",""
"54325","tcp","unknown",""
"54326","tcp","unknown",""
"54327","tcp","unknown",""
"54328","tcp","unknown",""
"54329","tcp","unknown",""
"54330","tcp","unknown",""
"54331","tcp","unknown",""
"54332","tcp","unknown",""
"54333","tcp","unknown",""
"54334","tcp","unknown",""
"54335","tcp","unknown",""
"54336","tcp","unknown",""
"54337","tcp","unknown",""
"54338","tcp","unknown",""
"54339","tcp","unknown",""
"54340","tcp","unknown",""
"54341","tcp","unknown",""
"54342","tcp","unknown",""
"54343","tcp","unknown",""
"54344","tcp","unknown",""
"54345","tcp","unknown",""
"54346","tcp","unknown",""
"54347","tcp","unknown",""
"54348","tcp","unknown",""
"54349","tcp","unknown",""
"54350","tcp","unknown",""
"54351","tcp","unknown",""
"54352","tcp","unknown",""
"54353","tcp","unknown",""
"54354","tcp","unknown",""
"54355","tcp","unknown",""
"54356","tcp","unknown",""
"54357","tcp","unknown",""
"54358","tcp","unknown",""
"54359","tcp","unknown",""
"54360","tcp","unknown",""
"54361","tcp","unknown",""
"54362","tcp","unknown",""
"54363","tcp","unknown",""
"54364","tcp","unknown",""
"54365","tcp","unknown",""
"54366","tcp","unknown",""
"54367","tcp","unknown",""
"54368","tcp","unknown",""
"54369","tcp","unknown",""
"54370","tcp","unknown",""
"54371","tcp","unknown",""
"54372","tcp","unknown",""
"54373","tcp","unknown",""
"54374","tcp","unknown",""
"54375","tcp","unknown",""
"54376","tcp","unknown",""
"54377","tcp","unknown",""
"54378","tcp","unknown",""
"54379","tcp","unknown",""
"54380","tcp","unknown",""
"54381","tcp","unknown",""
"54382","tcp","unknown",""
"54383","tcp","unknown",""
"54384","tcp","unknown",""
"54385","tcp","unknown",""
"54386","tcp","unknown",""
"54387","tcp","unknown",""
"54388","tcp","unknown",""
"54389","tcp","unknown",""
"54390","tcp","unknown",""
"54391","tcp","unknown",""
"54392","tcp","unknown",""
"54393","tcp","unknown",""
"54394","tcp","unknown",""
"54395","tcp","unknown",""
"54396","tcp","unknown",""
"54397","tcp","unknown",""
"54398","tcp","unknown",""
"54399","tcp","unknown",""
"54400","tcp","unknown",""
"54401","tcp","unknown",""
"54402","tcp","unknown",""
"54403","tcp","unknown",""
"54404","tcp","unknown",""
"54405","tcp","unknown",""
"54406","tcp","unknown",""
"54407","tcp","unknown",""
"54408","tcp","unknown",""
"54409","tcp","unknown",""
"54410","tcp","unknown",""
"54411","tcp","unknown",""
"54412","tcp","unknown",""
"54413","tcp","unknown",""
"54414","tcp","unknown",""
"54415","tcp","unknown",""
"54416","tcp","unknown",""
"54417","tcp","unknown",""
"54418","tcp","unknown",""
"54419","tcp","unknown",""
"54420","tcp","unknown",""
"54421","tcp","unknown",""
"54422","tcp","unknown",""
"54423","tcp","unknown",""
"54424","tcp","unknown",""
"54425","tcp","unknown",""
"54426","tcp","unknown",""
"54427","tcp","unknown",""
"54428","tcp","unknown",""
"54429","tcp","unknown",""
"54430","tcp","unknown",""
"54431","tcp","unknown",""
"54432","tcp","unknown",""
"54433","tcp","unknown",""
"54434","tcp","unknown",""
"54435","tcp","unknown",""
"54436","tcp","unknown",""
"54437","tcp","unknown",""
"54438","tcp","unknown",""
"54439","tcp","unknown",""
"54440","tcp","unknown",""
"54441","tcp","unknown",""
"54442","tcp","unknown",""
"54443","tcp","unknown",""
"54444","tcp","unknown",""
"54445","tcp","unknown",""
"54446","tcp","unknown",""
"54447","tcp","unknown",""
"54448","tcp","unknown",""
"54449","tcp","unknown",""
"54450","tcp","unknown",""
"54451","tcp","unknown",""
"54452","tcp","unknown",""
"54453","tcp","unknown",""
"54454","tcp","unknown",""
"54455","tcp","unknown",""
"54456","tcp","unknown",""
"54457","tcp","unknown",""
"54458","tcp","unknown",""
"54459","tcp","unknown",""
"54460","tcp","unknown",""
"54461","tcp","unknown",""
"54462","tcp","unknown",""
"54463","tcp","unknown",""
"54464","tcp","unknown",""
"54465","tcp","unknown",""
"54466","tcp","unknown",""
"54467","tcp","unknown",""
"54468","tcp","unknown",""
"54469","tcp","unknown",""
"54470","tcp","unknown",""
"54471","tcp","unknown",""
"54472","tcp","unknown",""
"54473","tcp","unknown",""
"54474","tcp","unknown",""
"54475","tcp","unknown",""
"54476","tcp","unknown",""
"54477","tcp","unknown",""
"54478","tcp","unknown",""
"54479","tcp","unknown",""
"54480","tcp","unknown",""
"54481","tcp","unknown",""
"54482","tcp","unknown",""
"54483","tcp","unknown",""
"54484","tcp","unknown",""
"54485","tcp","unknown",""
"54486","tcp","unknown",""
"54487","tcp","unknown",""
"54488","tcp","unknown",""
"54489","tcp","unknown",""
"54490","tcp","unknown",""
"54491","tcp","unknown",""
"54492","tcp","unknown",""
"54493","tcp","unknown",""
"54494","tcp","unknown",""
"54495","tcp","unknown",""
"54496","tcp","unknown",""
"54497","tcp","unknown",""
"54498","tcp","unknown",""
"54499","tcp","unknown",""
"54500","tcp","unknown",""
"54501","tcp","unknown",""
"54502","tcp","unknown",""
"54503","tcp","unknown",""
"54504","tcp","unknown",""
"54505","tcp","unknown",""
"54506","tcp","unknown",""
"54507","tcp","unknown",""
"54508","tcp","unknown",""
"54509","tcp","unknown",""
"54510","tcp","unknown",""
"54511","tcp","unknown",""
"54512","tcp","unknown",""
"54513","tcp","unknown",""
"54514","tcp","unknown",""
"54515","tcp","unknown",""
"54516","tcp","unknown",""
"54517","tcp","unknown",""
"54518","tcp","unknown",""
"54519","tcp","unknown",""
"54520","tcp","unknown",""
"54521","tcp","unknown",""
"54522","tcp","unknown",""
"54523","tcp","unknown",""
"54524","tcp","unknown",""
"54525","tcp","unknown",""
"54526","tcp","unknown",""
"54527","tcp","unknown",""
"54528","tcp","unknown",""
"54529","tcp","unknown",""
"54530","tcp","unknown",""
"54531","tcp","unknown",""
"54532","tcp","unknown",""
"54533","tcp","unknown",""
"54534","tcp","unknown",""
"54535","tcp","unknown",""
"54536","tcp","unknown",""
"54537","tcp","unknown",""
"54538","tcp","unknown",""
"54539","tcp","unknown",""
"54540","tcp","unknown",""
"54541","tcp","unknown",""
"54542","tcp","unknown",""
"54543","tcp","unknown",""
"54544","tcp","unknown",""
"54545","tcp","unknown",""
"54546","tcp","unknown",""
"54547","tcp","unknown",""
"54548","tcp","unknown",""
"54549","tcp","unknown",""
"54550","tcp","unknown",""
"54551","tcp","unknown",""
"54552","tcp","unknown",""
"54553","tcp","unknown",""
"54554","tcp","unknown",""
"54555","tcp","unknown",""
"54556","tcp","unknown",""
"54557","tcp","unknown",""
"54558","tcp","unknown",""
"54559","tcp","unknown",""
"54560","tcp","unknown",""
"54561","tcp","unknown",""
"54562","tcp","unknown",""
"54563","tcp","unknown",""
"54564","tcp","unknown",""
"54565","tcp","unknown",""
"54566","tcp","unknown",""
"54567","tcp","unknown",""
"54568","tcp","unknown",""
"54569","tcp","unknown",""
"54570","tcp","unknown",""
"54571","tcp","unknown",""
"54572","tcp","unknown",""
"54573","tcp","unknown",""
"54574","tcp","unknown",""
"54575","tcp","unknown",""
"54576","tcp","unknown",""
"54577","tcp","unknown",""
"54578","tcp","unknown",""
"54579","tcp","unknown",""
"54580","tcp","unknown",""
"54581","tcp","unknown",""
"54582","tcp","unknown",""
"54583","tcp","unknown",""
"54584","tcp","unknown",""
"54585","tcp","unknown",""
"54586","tcp","unknown",""
"54587","tcp","unknown",""
"54588","tcp","unknown",""
"54589","tcp","unknown",""
"54590","tcp","unknown",""
"54591","tcp","unknown",""
"54592","tcp","unknown",""
"54593","tcp","unknown",""
"54594","tcp","unknown",""
"54595","tcp","unknown",""
"54596","tcp","unknown",""
"54597","tcp","unknown",""
"54598","tcp","unknown",""
"54599","tcp","unknown",""
"54600","tcp","unknown",""
"54601","tcp","unknown",""
"54602","tcp","unknown",""
"54603","tcp","unknown",""
"54604","tcp","unknown",""
"54605","tcp","unknown",""
"54606","tcp","unknown",""
"54607","tcp","unknown",""
"54608","tcp","unknown",""
"54609","tcp","unknown",""
"54610","tcp","unknown",""
"54611","tcp","unknown",""
"54612","tcp","unknown",""
"54613","tcp","unknown",""
"54614","tcp","unknown",""
"54615","tcp","unknown",""
"54616","tcp","unknown",""
"54617","tcp","unknown",""
"54618","tcp","unknown",""
"54619","tcp","unknown",""
"54620","tcp","unknown",""
"54621","tcp","unknown",""
"54622","tcp","unknown",""
"54623","tcp","unknown",""
"54624","tcp","unknown",""
"54625","tcp","unknown",""
"54626","tcp","unknown",""
"54627","tcp","unknown",""
"54628","tcp","unknown",""
"54629","tcp","unknown",""
"54630","tcp","unknown",""
"54631","tcp","unknown",""
"54632","tcp","unknown",""
"54633","tcp","unknown",""
"54634","tcp","unknown",""
"54635","tcp","unknown",""
"54636","tcp","unknown",""
"54637","tcp","unknown",""
"54638","tcp","unknown",""
"54639","tcp","unknown",""
"54640","tcp","unknown",""
"54641","tcp","unknown",""
"54642","tcp","unknown",""
"54643","tcp","unknown",""
"54644","tcp","unknown",""
"54645","tcp","unknown",""
"54646","tcp","unknown",""
"54647","tcp","unknown",""
"54648","tcp","unknown",""
"54649","tcp","unknown",""
"54650","tcp","unknown",""
"54651","tcp","unknown",""
"54652","tcp","unknown",""
"54653","tcp","unknown",""
"54654","tcp","unknown",""
"54655","tcp","unknown",""
"54656","tcp","unknown",""
"54657","tcp","unknown",""
"54658","tcp","unknown",""
"54659","tcp","unknown",""
"54660","tcp","unknown",""
"54661","tcp","unknown",""
"54662","tcp","unknown",""
"54663","tcp","unknown",""
"54664","tcp","unknown",""
"54665","tcp","unknown",""
"54666","tcp","unknown",""
"54667","tcp","unknown",""
"54668","tcp","unknown",""
"54669","tcp","unknown",""
"54670","tcp","unknown",""
"54671","tcp","unknown",""
"54672","tcp","unknown",""
"54673","tcp","unknown",""
"54674","tcp","unknown",""
"54675","tcp","unknown",""
"54676","tcp","unknown",""
"54677","tcp","unknown",""
"54678","tcp","unknown",""
"54679","tcp","unknown",""
"54680","tcp","unknown",""
"54681","tcp","unknown",""
"54682","tcp","unknown",""
"54683","tcp","unknown",""
"54684","tcp","unknown",""
"54685","tcp","unknown",""
"54686","tcp","unknown",""
"54687","tcp","unknown",""
"54688","tcp","unknown",""
"54689","tcp","unknown",""
"54690","tcp","unknown",""
"54691","tcp","unknown",""
"54692","tcp","unknown",""
"54693","tcp","unknown",""
"54694","tcp","unknown",""
"54695","tcp","unknown",""
"54696","tcp","unknown",""
"54697","tcp","unknown",""
"54698","tcp","unknown",""
"54699","tcp","unknown",""
"54700","tcp","unknown",""
"54701","tcp","unknown",""
"54702","tcp","unknown",""
"54703","tcp","unknown",""
"54704","tcp","unknown",""
"54705","tcp","unknown",""
"54706","tcp","unknown",""
"54707","tcp","unknown",""
"54708","tcp","unknown",""
"54709","tcp","unknown",""
"54710","tcp","unknown",""
"54711","tcp","unknown",""
"54712","tcp","unknown",""
"54713","tcp","unknown",""
"54714","tcp","unknown",""
"54715","tcp","unknown",""
"54716","tcp","unknown",""
"54717","tcp","unknown",""
"54718","tcp","unknown",""
"54719","tcp","unknown",""
"54720","tcp","unknown",""
"54721","tcp","unknown",""
"54722","tcp","unknown",""
"54723","tcp","unknown",""
"54724","tcp","unknown",""
"54725","tcp","unknown",""
"54726","tcp","unknown",""
"54727","tcp","unknown",""
"54728","tcp","unknown",""
"54729","tcp","unknown",""
"54730","tcp","unknown",""
"54731","tcp","unknown",""
"54732","tcp","unknown",""
"54733","tcp","unknown",""
"54734","tcp","unknown",""
"54735","tcp","unknown",""
"54736","tcp","unknown",""
"54737","tcp","unknown",""
"54738","tcp","unknown",""
"54739","tcp","unknown",""
"54740","tcp","unknown",""
"54741","tcp","unknown",""
"54742","tcp","unknown",""
"54743","tcp","unknown",""
"54744","tcp","unknown",""
"54745","tcp","unknown",""
"54746","tcp","unknown",""
"54747","tcp","unknown",""
"54748","tcp","unknown",""
"54749","tcp","unknown",""
"54750","tcp","unknown",""
"54751","tcp","unknown",""
"54752","tcp","unknown",""
"54753","tcp","unknown",""
"54754","tcp","unknown",""
"54755","tcp","unknown",""
"54756","tcp","unknown",""
"54757","tcp","unknown",""
"54758","tcp","unknown",""
"54759","tcp","unknown",""
"54760","tcp","unknown",""
"54761","tcp","unknown",""
"54762","tcp","unknown",""
"54763","tcp","unknown",""
"54764","tcp","unknown",""
"54765","tcp","unknown",""
"54766","tcp","unknown",""
"54767","tcp","unknown",""
"54768","tcp","unknown",""
"54769","tcp","unknown",""
"54770","tcp","unknown",""
"54771","tcp","unknown",""
"54772","tcp","unknown",""
"54773","tcp","unknown",""
"54774","tcp","unknown",""
"54775","tcp","unknown",""
"54776","tcp","unknown",""
"54777","tcp","unknown",""
"54778","tcp","unknown",""
"54779","tcp","unknown",""
"54780","tcp","unknown",""
"54781","tcp","unknown",""
